,title,rank,date,artist,url,region,streams,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre
4224,Tojo Tojo,5,2020-01-17,"Robin Zoot, Nik Tendo, Karlo",https://open.spotify.com/track/1YcqYmviKagJ68DOmjSWQW,Czech Republic,15241.0,0.654,0.739,2.0,-6.595,0.465,0.186,0.0,0.109,0.732,147.586,197010.0,Rap
4225,RELATIONS,5,2021-01-13,"FELIX SANDMAN, Astrid S",https://open.spotify.com/track/0twxxmLUAbRv9cwZWz9dWY,Norway,65672.0,0.837,0.435,0.0,-7.17,0.0427,0.696,1.43e-05,0.11,0.415,124.949,164245.0,Pop
4226,Keskiednis,5,2017-11-24,Broederliefde,https://open.spotify.com/track/1TukupQUdHjyrUIKZxhIrB,Netherlands,212776.0,0.573,0.698,6.0,-9.056,0.193,0.506,0.0,0.148,0.782,128.032,225555.0,R&B
4227,Bad Reputation (feat. Joe Janiak),5,2019-06-07,Avicii,https://open.spotify.com/track/0HZgYFimoJG9Ijy8InUWcV,Sweden,247153.0,0.745,0.637,0.0,-5.959,0.0512,0.656,6.5e-06,0.0993,0.446,89.995,205417.0,Pop
4228,Love To Hate Me,5,2020-10-05,BLACKPINK,https://open.spotify.com/track/7iKDsPfLT0d5mu2htfMKBZ,Vietnam,47094.0,0.686,0.64,8.0,-5.491,0.159,0.0334,0.0,0.0801,0.597,162.225,171798.0,Rap
4229,Bietigheimication,5,2019-11-29,RIN,https://open.spotify.com/track/6zBgWdmXjYFGR5HqjSBHru,Germany,561594.0,0.802,0.665,1.0,-6.891,0.207,0.0998,1.89e-06,0.0956,0.547,160.051,208107.0,Rap
4230,What is Love?,5,2018-04-17,TWICE,https://open.spotify.com/track/2PhG74FocRobLC8pP9cIBI,Japan,20125.0,0.573,0.91,8.0,-1.578,0.064,0.0846,0.0,0.266,0.602,169.982,208238.0,Pop
4231,Circles,5,2020-01-17,Mac Miller,https://open.spotify.com/track/4jXl6VtkFFKIt3ycUQc5LT,United States,2047886.0,0.61,0.0316,9.0,-15.186,0.0486,0.896,0.00461,0.108,0.37,151.964,170360.0,R&B
4232,DUBBI,5,2021-11-23,Marracash,https://open.spotify.com/track/7fI5RJec8R3jJ95pljZnkN,Italy,439570.0,0.727,0.698,8.0,-9.676,0.365,0.57,0.0,0.11,0.356,92.915,234446.0,Rap
4233,Esskeetit,5,2018-04-17,Lil Pump,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH,Iceland,4605.0,0.934,0.505,11.0,-7.648,0.168,0.0229,0.0,0.0867,0.691,139.93,181714.0,Rap
4234,קוקוריקו (אל תדליקו אותי),5,2021-09-24,Ravid Plotnik,https://open.spotify.com/track/4NBMvQX5yM05Mgznqw0zXR,Israel,31014.0,0.785,0.672,1.0,-6.548,0.201,0.136,0.0,0.217,0.595,92.088,212800.0,Rap
4235,Jamais Vu,5,2019-04-14,BTS,https://open.spotify.com/track/0eeeyCAGnGZInPtpkdYiPa,Vietnam,24738.0,0.608,0.47,8.0,-6.73,0.0428,0.226,0.0,0.0963,0.241,81.0,227275.0,Pop
4236,BODY PARTS - I denti,5,2019-10-31,Marracash,https://open.spotify.com/track/4WOXQYfq3fYVRMcaXuHBAD,Italy,732119.0,0.695,0.749,7.0,-5.978,0.172,0.185,0.0,0.178,0.383,105.893,156715.0,Rap
4237,august,5,2020-07-25,Taylor Swift,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K,Philippines,239500.0,0.532,0.623,5.0,-9.208,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923.0,Pop
4238,Visa,5,2018-04-17,"TACONAFIDE, Quebonafide, Taco Hemingway",https://open.spotify.com/track/4M1McbiEQSJmMyaGjWDXJm,Poland,88332.0,0.786,0.67,1.0,-6.65,0.175,0.32,0.0,0.105,0.352,94.988,208296.0,R&B
4239,Luce a Roma (feat. Side Baby),5,2021-06-04,Tony Effe,https://open.spotify.com/track/5tAZWIV2ADm9WI2VTp440C,Italy,449548.0,0.762,0.562,5.0,-8.795,0.284,0.0319,0.000505,0.169,0.407,125.021,173293.0,Rap
4240,Taaron Ke Shehar,5,2020-10-17,"Neha Kakkar, Jubin Nautiyal, Jaani",https://open.spotify.com/track/1r6sFC5J0p9r3jcfIoSGDM,India,109523.0,0.441,0.61,9.0,-5.182,0.0404,0.238,0.0,0.101,0.348,79.736,230082.0,Pop
4241,Doudou,5,2020-11-14,Aya Nakamura,https://open.spotify.com/track/3V6NCwBywAwpAlAyGL7h0p,France,258244.0,0.773,0.609,4.0,-5.855,0.244,0.136,0.0,0.0729,0.697,98.071,168719.0,R&B
4242,STEREOTYPE,5,2021-09-07,STAYC,https://open.spotify.com/track/2bZIDMpzVooosmPHn0tHnd,South Korea,8919.0,0.605,0.805,6.0,-3.212,0.0641,0.313,0.0,0.659,0.738,148.298,191696.0,Pop
4243,Hasta Que Salga el Sol,5,2019-11-29,Ozuna,https://open.spotify.com/track/0dDboLfmRNsTBscy4j3Rnl,Dominican Republic,13400.0,0.826,0.816,1.0,-4.608,0.0683,0.0201,0.000939,0.127,0.598,96.042,188480.0,Pop
4244,Domino,5,2019-05-22,Benny Jamz,https://open.spotify.com/track/0amSYfkxz9Csn9DiTGGNcP,Denmark,61777.0,0.637,0.715,4.0,-4.778,0.0521,0.377,0.0,0.37,0.681,65.355,189957.0,Rap
4245,GRIND,5,2020-02-17,Fler,https://open.spotify.com/track/0oFrTaO9UIgqu6MuzkFu7B,Germany,474853.0,0.867,0.643,9.0,-5.176,0.0881,0.176,2.09e-06,0.11,0.49,134.92,170667.0,Rap
4246,Swajjur,5,2020-04-11,Porsche Boy,https://open.spotify.com/track/69uNSBxjp0ONFJCft8fiIj,Slovakia,13239.0,0.836,0.431,2.0,-10.408,0.263,0.0567,0.0636,0.0709,0.413,105.001,146714.0,Rap
4247,GOMBAO 33,5,2020-01-22,"Mata, Wyguś, Szczepan, Adam",https://open.spotify.com/track/2sTuKKRZI1ciK5tflR00YE,Poland,78625.0,0.744,0.603,6.0,-8.77,0.239,0.353,0.0,0.135,0.215,125.984,340107.0,Rap
4248,Ziet Em Duun,5,2017-01-23,Van Echelpoel,https://open.spotify.com/track/6WBPdOrzwCo3AXg2kGGD7x,Belgium,20491.0,0.781,0.878,11.0,-6.415,0.0641,0.0525,0.0921,0.111,0.423,124.966,174613.0,Rap
4249,Tic Tac,5,2017-06-23,Dark Polo Gang,https://open.spotify.com/track/6GhVcXVCkBGbJqsYOoS5Xj,Italy,144360.0,0.738,0.621,4.0,-4.738,0.361,0.149,0.0,0.11,0.58,142.034,143147.0,Rap
4250,Forever (feat. Post Malone & Clever),5,2020-02-15,Justin Bieber,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ,United States,1188522.0,0.825,0.483,8.0,-5.746,0.08,0.538,1.48e-05,0.204,0.892,139.98,219933.0,R&B
4251,Sirkkeli,5,2021-01-15,Stam1na,https://open.spotify.com/track/06MgLd7Wkb0PwY6nCUaE56,Finland,37185.0,0.436,0.974,4.0,-6.244,0.073,5.88e-06,0.0122,0.159,0.135,106.048,208752.0,Rock
4252,Weak,5,2017-04-05,AJR,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,Belgium,23231.0,0.673,0.637,5.0,-4.518,0.0429,0.137,0.0,0.184,0.678,123.98,201160.0,Pop
4253,Lotus,5,2020-03-13,Lil Uzi Vert,https://open.spotify.com/track/4SnlSaLJJ7reJMCHM5YUuX,United States,1450097.0,0.802,0.748,8.0,-5.708,0.207,0.24,0.0,0.165,0.516,150.063,193861.0,Rap
4254,California,5,2018-09-09,White 2115,https://open.spotify.com/track/2nFaT0t36H6UX3wN3Vxvjm,Poland,46293.0,0.682,0.675,2.0,-8.29,0.0486,0.251,3.99e-06,0.257,0.617,134.974,192760.0,Rap
4255,Like That (feat. Gucci Mane),5,2020-04-13,Doja Cat,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s,Philippines,141908.0,0.879,0.498,4.0,-6.027,0.18,0.239,0.0,0.0967,0.405,106.044,163173.0,Pop
4256,Coloana,5,2019-04-11,Nane,https://open.spotify.com/track/4N0U1w2cpieJ5RRCe4Cq8I,Romania,8503.0,0.622,0.659,1.0,-6.894,0.344,0.148,0.0,0.164,0.435,82.018,189818.0,Rap
4257,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",5,2017-02-25,Maluma,https://open.spotify.com/track/0JoHqmlqE0W0i9prt6kcHR,Chile,101858.0,0.772,0.547,6.0,-6.373,0.0541,0.0983,4.35e-06,0.107,0.0957,130.099,278107.0,Rap
4258,Shoote ma Shoote,5,2019-04-11,Samra,https://open.spotify.com/track/7FOQJQcTDqzXZJ72hZikCl,Switzerland,33828.0,0.854,0.789,1.0,-4.411,0.212,0.175,1.77e-06,0.201,0.71,95.014,162551.0,Rap
4259,Infeliz,5,2019-12-21,"Arcangel, Bad Bunny",https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m,Dominican Republic,17804.0,0.713,0.798,1.0,-3.147,0.219,0.366,4.3e-06,0.246,0.721,176.073,221103.0,Pop
4260,Aegluubis,5,2019-06-21,"Reket, Manna",https://open.spotify.com/track/31tMxLZKKZamT9eCtpKSRv,Estonia,3980.0,0.687,0.411,7.0,-10.889,0.292,0.238,0.0,0.193,0.354,139.911,207429.0,Rap
4261,Antifreeze,5,2021-09-12,Yerin Baek,https://open.spotify.com/track/4rBoCpnlrW5c5F1hiYQ0GT,South Korea,8516.0,0.731,0.602,1.0,-7.765,0.0399,0.774,1.42e-06,0.142,0.573,124.069,245840.0,R&B
4262,Les comptes,5,2020-08-28,PLK,https://open.spotify.com/track/115DMiJM5Pes4brNvBGlAM,France,375020.0,0.714,0.648,8.0,-7.347,0.308,0.143,0.0,0.121,0.38,91.944,172440.0,Rap
4263,Lebst du noch,5,2020-08-28,Samra,https://open.spotify.com/track/2P3kqNIRm9q2VkuQXUPUXH,Germany,525617.0,0.824,0.808,6.0,-3.698,0.0346,0.161,0.0,0.113,0.71,113.998,181129.0,Rap
4264,Pilote (feat. Hamza),5,2020-09-07,PLK,https://open.spotify.com/track/12GV2Wr4p1hBWQCrQcVsew,France,226343.0,0.844,0.562,2.0,-7.744,0.137,0.217,0.000636,0.114,0.574,94.976,187307.0,Rap
4265,Tempo,5,2020-08-28,Branco,https://open.spotify.com/track/4jkBmZuc1YqcTnqrEiVw4C,Denmark,88568.0,0.787,0.814,3.0,-4.372,0.144,0.48,1.35e-06,0.16,0.823,100.014,206767.0,Rap
4266,Konu Kilit,5,2020-07-10,Norm Ender,https://open.spotify.com/track/2R0W3yzaYLWOz1pDzUpgkh,Turkey,126393.0,0.876,0.721,6.0,-4.525,0.116,0.0216,0.0,0.0654,0.568,77.003,212358.0,Rap
4267,Mlha,5,2020-10-20,Viktor Sheen,https://open.spotify.com/track/1OaMFLJ5nu16V73o9DnZdL,Czech Republic,43779.0,0.807,0.693,6.0,-7.506,0.108,0.399,0.000398,0.13,0.411,118.985,227899.0,Rap
4268,Jutlandia - 2011 - Remaster,5,2018-10-01,Kim Larsen,https://open.spotify.com/track/4iRxyR9myMc18yYbI4NfjV,Denmark,85327.0,0.711,0.689,2.0,-8.922,0.0297,0.102,2.97e-06,0.115,0.843,124.742,236360.0,Pop
4269,Never Really Over,5,2019-06-21,Katy Perry,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,Hong Kong,11802.0,0.77,0.882,8.0,-4.792,0.0602,0.194,0.0,0.316,0.385,99.991,223523.0,Pop
4270,Titanic,5,2020-07-10,Juice WRLD,https://open.spotify.com/track/1QoG0Yqz1onMsdbOibZVke,United States,2826000.0,0.568,0.545,1.0,-6.668,0.0447,0.168,0.0,0.112,0.234,174.144,176650.0,Rap
4271,Mercury,5,2021-04-11,"Dave, Kamal.",https://open.spotify.com/track/1w6Gcw670LjrAnrbAWObqT,United Kingdom,251510.0,0.773,0.717,6.0,-7.436,0.418,0.117,0.0,0.126,0.147,81.782,323000.0,Rap
4272,4Livet,5,2019-04-29,Sivas,https://open.spotify.com/track/7yrzWKYsu5ieLdqcK7jqvi,Denmark,66878.0,0.744,0.488,4.0,-9.135,0.229,0.558,1.78e-06,0.0782,0.407,165.02,155360.0,Rap
4273,TE MATA,5,2021-08-20,Feid,https://open.spotify.com/track/3eFL5cxO22TpyjK3wNb27q,Colombia,116853.0,0.582,0.531,9.0,-4.698,0.209,0.0209,0.000164,0.138,0.866,170.01,113120.0,Pop
4274,God Breathed,5,2021-08-29,Kanye West,https://open.spotify.com/track/1dPNJDYuW9QAtkOpK3eBvO,United States,2521213.0,0.325,0.311,10.0,-7.481,0.0442,0.289,6.74e-05,0.11,0.0789,92.744,333462.0,Rap
4275,Rock with you,5,2021-10-23,SEVENTEEN,https://open.spotify.com/track/6LnEoRQKMcaFTR5UvaKuBy,South Korea,9257.0,0.621,0.816,11.0,-5.242,0.104,0.0966,0.0,0.134,0.694,163.966,180360.0,Pop
4276,Kas See Tundub Ok?,5,2019-11-01,"Reket, Avoid Dave",https://open.spotify.com/track/4ajP6acw0BBO2gQOA1Ilj1,Estonia,5336.0,0.793,0.588,5.0,-8.29,0.0885,0.17,0.000415,0.323,0.597,116.016,246520.0,Rap
4277,SPARARE ALLA LUNA (feat. Coez),5,2018-11-11,Salmo,https://open.spotify.com/track/4spkZ6gRKh827yp6JI6TN1,Italy,411755.0,0.732,0.681,4.0,-7.665,0.259,0.381,0.000177,0.111,0.151,85.041,211667.0,Rap
4278,Погоди,5,2021-11-25,DSPRITE,https://open.spotify.com/track/5sJt5rmSaKTQyAymKx6e1W,Russia,91447.0,0.639,0.572,3.0,-10.713,0.0343,0.169,0.0,0.208,0.711,164.071,112683.0,R&B
4279,Another One Bites The Dust - Remastered 2011,5,2018-11-12,Queen,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,Mexico,288212.0,0.933,0.528,5.0,-6.472,0.161,0.112,0.312,0.163,0.754,109.967,214653.0,Rock
4280,FOREVER YOUNG - KR Ver.,5,2018-07-11,BLACKPINK,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA,Thailand,14350.0,0.615,0.96,4.0,-1.807,0.09,0.0419,0.0,0.0925,0.504,110.058,237077.0,Rap
4281,Makanak Fe Alby,5,2020-02-18,Amr Diab,https://open.spotify.com/track/62cVreHHzIORKsd8duIDCd,Egypt,3804.0,0.386,0.573,5.0,-6.575,0.0465,0.529,0.0,0.243,0.479,72.065,275000.0,Pop
4282,We're Good,5,2021-02-17,Dua Lipa,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh,South Korea,4128.0,0.722,0.588,6.0,-5.932,0.0544,0.0319,0.0,0.183,0.59,134.01,165507.0,Pop
4283,Nahi,5,2021-02-17,LFERDA,https://open.spotify.com/track/6zQljDMjtDkmEg22d8y5l3,Morocco,19915.0,0.826,0.513,0.0,-9.181,0.32,0.165,3.3e-06,0.112,0.768,89.993,178667.0,Rap
4284,That’s Hard,5,2020-08-28,Nasty C,https://open.spotify.com/track/6TOEI9OOC4ktsLynYkFBFS,South Africa,15038.0,0.796,0.512,1.0,-4.288,0.0649,0.00167,0.00435,0.146,0.297,141.015,129310.0,Rap
4285,Yacht (feat. Luchè),5,2019-10-04,"Geolier, Luche",https://open.spotify.com/track/2XOMWoSURsGJy0KTzbzroh,Italy,286552.0,0.705,0.568,1.0,-5.139,0.0834,0.0742,0.0,0.111,0.343,94.96,118947.0,Rap
4286,What Have I Done,5,2019-10-04,Dermot Kennedy,https://open.spotify.com/track/0hpaWop2LUln6yJ7b0eOza,Ireland,54023.0,0.625,0.581,9.0,-5.466,0.0358,0.191,3.57e-06,0.117,0.317,121.946,217082.0,Pop
4287,Mobali,5,2017-09-07,"Siboy, Benash, Damso",https://open.spotify.com/track/6xcXAVbDuVT1pCsa2rmDHY,France,100375.0,0.812,0.803,7.0,-5.386,0.141,0.11,0.0,0.0637,0.93,123.066,208480.0,Rap
4288,Ora 6,5,2021-11-11,"Tussin, RAVA, Amuly, Dafiend, Xeno",https://open.spotify.com/track/5BTzxmS3NYLIwBFEp6tCYw,Romania,9029.0,0.775,0.637,2.0,-5.62,0.329,0.112,0.0,0.11,0.163,79.98,186000.0,Rap
4289,Normal,5,2018-08-31,Eminem,https://open.spotify.com/track/0evt4UZbdhnHtcAnxkm6A1,South Africa,5306.0,0.907,0.64,6.0,-6.542,0.354,0.261,0.0,0.0785,0.803,120.995,222477.0,Rap
4290,ХЛОПАЙ,5,2021-11-25,INSTASAMKA,https://open.spotify.com/track/0UDtb0fUqBkpXLF52Ry2lg,Ukraine,15198.0,0.884,0.576,3.0,-5.607,0.226,0.0545,0.0,0.213,0.671,95.986,122533.0,Rap
4291,Encore,5,2020-10-23,"Koba LaD, Ninho",https://open.spotify.com/track/3CTXYgzxx8AujE733L3UVX,France,306920.0,0.779,0.698,7.0,-5.953,0.218,0.171,0.0,0.119,0.771,139.969,208000.0,Rap
4292,Capuchon,5,2018-09-24,Frenna,https://open.spotify.com/track/4n95vv8aHIvkLPIElA19C9,Netherlands,191501.0,0.527,0.696,6.0,-6.085,0.354,0.0207,0.0,0.12,0.531,70.722,163794.0,Rap
4293,I Do,5,2019-03-10,Arvingarna,https://open.spotify.com/track/2RNvjHLcUl1ft5v5szLP5U,Sweden,198502.0,0.534,0.939,0.0,-2.552,0.0585,0.00727,0.0,0.253,0.761,135.061,184880.0,Pop
4294,COCO CHANEL (feat. Veysel),5,2020-10-23,Capo,https://open.spotify.com/track/7cI7TqXx1VtNcStWxKiNkw,Germany,418215.0,0.812,0.721,8.0,-7.565,0.17,0.431,0.000437,0.0954,0.284,104.009,171264.0,Rap
4295,Ghetto Fabulous,5,2020-08-07,Tessa,https://open.spotify.com/track/4Al06vYvUi8uPCYzw2b80X,Denmark,84542.0,0.798,0.419,1.0,-7.541,0.428,0.178,0.0,0.142,0.458,82.445,143477.0,Rap
4296,One Time,5,2018-02-22,"SFB, Ronnie Flex",https://open.spotify.com/track/6yCcR2dLHJF11tJtOJv2pU,Netherlands,174725.0,0.887,0.604,0.0,-5.701,0.136,0.148,3.24e-06,0.0603,0.902,110.064,168595.0,Rap
4297,"Let Me Go (with Alesso, Florida Georgia Line & watt)",5,2018-01-11,Hailee Steinfeld,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,Indonesia,65969.0,0.659,0.717,8.0,-4.202,0.0581,0.0393,0.0,0.0769,0.71,103.036,174800.0,Pop
4298,The Feels,5,2021-10-07,TWICE,https://open.spotify.com/track/6pgqZ7Iw4LfHlfgWWaRFSY,Taiwan,29216.0,0.808,0.903,9.0,-2.179,0.0729,0.0899,0.0,0.0816,0.922,120.044,198053.0,Pop
4299,Tanha Nazar,5,2020-05-24,Sirvan Khosravi,https://open.spotify.com/track/0q5q5fgZIbkcJHgJKEqXzi,Hong Kong,21647.0,0.705,0.72,9.0,-6.875,0.0349,0.0237,0.00012,0.671,0.69,110.989,235128.0,Rock
4300,Cara Bacana,5,2017-08-11,MC G15,https://open.spotify.com/track/4BjPsq3MXBNo4Qxg40igEr,Brazil,306738.0,0.599,0.512,4.0,-2.578,0.0641,0.0711,0.0,0.0816,0.725,87.838,232727.0,Pop
4301,Shenmue,5,2019-04-11,PNL,https://open.spotify.com/track/5gqh2FMBquUEwDsRUU4pCF,France,321917.0,0.909,0.582,7.0,-5.357,0.0665,0.0696,4.78e-05,0.0984,0.844,126.063,249598.0,Rap
4302,La isla del amor (feat. Maki),5,2017-09-04,Demarco Flamenco,https://open.spotify.com/track/0Gw9QC3RqHmTdGqHIWLHb6,Spain,185492.0,0.593,0.785,0.0,-5.896,0.131,0.455,0.0,0.0682,0.765,94.869,219413.0,Pop
4303,Dance Dance Dance,5,2020-06-10,Astrid S,https://open.spotify.com/track/3hMgyGBkNb9Ah1rDzlELIK,Norway,79299.0,0.564,0.561,6.0,-7.616,0.438,0.331,0.0,0.337,0.52,195.901,158388.0,Pop
4304,Pull Up,5,2020-10-05,Yasin,https://open.spotify.com/track/4G4EC1h5YG4f8ARhZcAA9k,Sweden,127289.0,0.799,0.59,8.0,-9.144,0.137,0.119,0.00598,0.112,0.467,123.008,181498.0,Rap
4305,Yanyol,5,2020-02-14,"Vio, Ceza",https://open.spotify.com/track/4LoVbJaEB3TIqsehlZwiSF,Turkey,184145.0,0.823,0.789,8.0,-5.788,0.219,0.293,0.0,0.118,0.269,120.031,153491.0,Rap
4306,Im Film,5,2019-07-19,Luciano,https://open.spotify.com/track/7FGhMXAnM4rHN8zN2eBhXI,Switzerland,35528.0,0.881,0.584,11.0,-5.931,0.355,0.155,4.24e-06,0.118,0.363,100.034,172147.0,Rap
4307,The Christmas Song (Merry Christmas To You),5,2021-11-28,Nat King Cole,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON,Denmark,91968.0,0.319,0.21,1.0,-15.231,0.0341,0.92,8.06e-05,0.138,0.209,78.696,192160.0,Pop
4308,Sofazinho - Ao Vivo,5,2018-11-04,"Luan Santana, Jorge & Mateus",https://open.spotify.com/track/2PMLdLt5QeOuOgxfAvx1in,Brazil,349378.0,0.517,0.875,0.0,-3.997,0.106,0.426,0.0,0.209,0.672,163.958,187378.0,Pop
4309,I Thought About Killing You,5,2018-06-04,Kanye West,https://open.spotify.com/track/6EuE9M1viu9gkdFSafia9o,South Africa,3448.0,0.742,0.407,2.0,-6.938,0.426,0.822,0.0,0.0541,0.39,116.064,274187.0,Rap
4310,"讓愛高飛 - 劇集 ""多功能老婆"" 片尾曲",5,2020-01-13,Pakho Chau,https://open.spotify.com/track/7nIxo0dE9d4FBwPYhmdQae,Hong Kong,14258.0,0.485,0.377,10.0,-9.091,0.03,0.71,0.0,0.119,0.355,139.976,220286.0,Pop
4311,FANTASMI (feat. Geolier & Marracash),5,2021-04-23,TY1,https://open.spotify.com/track/3uNEz1wYbu8s34jKDVVhMs,Italy,288152.0,0.798,0.544,7.0,-8.607,0.079,0.116,0.0,0.122,0.342,120.094,199413.0,Rap
4312,Le sauveur,5,2020-11-20,Zola,https://open.spotify.com/track/6tkZD5sjBJR75drvpA0xfe,France,309805.0,0.92,0.587,1.0,-6.345,0.419,0.294,0.0,0.131,0.411,115.078,164173.0,Rap
4313,GESTERN NIX HEUTE STAR (feat. Samra),5,2020-11-20,Play69,https://open.spotify.com/track/7pB9okIwutO6ApV6qxmiUz,Germany,400151.0,0.682,0.638,10.0,-6.411,0.284,0.058,0.0,0.0938,0.462,93.351,170616.0,Rap
4314,วิชาตัวเบา,5,2018-07-20,Bodyslam,https://open.spotify.com/track/2j2NeZZJ0STZQy5Aw3oZLL,Thailand,15052.0,0.482,0.847,10.0,-2.804,0.0374,0.0838,0.0,0.23,0.309,91.975,282387.0,Pop
4315,Girassol,5,2019-12-13,"Priscilla Alcantara, Whindersson Nunes",https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj,Brazil,624803.0,0.333,0.512,9.0,-8.204,0.0528,0.129,0.0,0.111,0.152,152.489,224725.0,Pop
4316,Butter (Hotter Remix),5,2021-06-03,BTS,https://open.spotify.com/track/38ZffdGref7ax4nX1JUDYT,South Korea,9380.0,0.702,0.748,8.0,-5.215,0.0489,0.00223,0.0,0.23,0.789,110.028,166962.0,Pop
4317,Gris,5,2020-03-22,J Balvin,https://open.spotify.com/track/1syf62zw48zu4FrPwMtDHk,Colombia,91000.0,0.849,0.709,6.0,-4.717,0.0794,0.229,0.0,0.329,0.916,93.06,176627.0,Pop
4318,Crying in the Club,5,2017-05-19,Camila Cabello,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,Brazil,325026.0,0.334,0.617,6.0,-5.834,0.383,0.334,0.0,0.163,0.603,85.227,216391.0,R&B
4319,忘れられないの,5,2019-06-24,Sakanaction,https://open.spotify.com/track/7a3LbQFgp7NCuNcGlTgSsN,Japan,50834.0,0.642,0.645,6.0,-7.358,0.0375,0.35,0.00349,0.191,0.917,172.1,238000.0,Rock
4320,Go Go,5,2017-09-24,BTS,https://open.spotify.com/track/5nq1uTNIR1cBR72T87viS0,Thailand,6694.0,0.856,0.617,10.0,-5.308,0.0841,0.171,0.0,0.0857,0.759,136.082,235780.0,Pop
4321,Dansar vel,5,2021-07-23,Floni,https://open.spotify.com/track/2etVjllcRbHawSX6DfdlRB,Iceland,6336.0,0.918,0.523,9.0,-7.231,0.0826,0.226,0.000346,0.0957,0.815,122.047,222053.0,Rap
4322,Loca Remix,5,2018-03-22,"KHEA, Bad Bunny, Duki, Cazzu",https://open.spotify.com/track/2CRbiMK0W14l71SpDKqKZM,Dominican Republic,9066.0,0.795,0.751,8.0,-3.661,0.0675,0.337,0.0,0.0983,0.537,113.033,346460.0,Rap
4323,Milu,5,2019-08-11,Gusttavo Lima,https://open.spotify.com/track/1nqaSoiLuqevDes4S18sO7,Brazil,458975.0,0.845,0.787,2.0,-2.683,0.0374,0.261,3.43e-06,0.102,0.882,124.983,224997.0,Pop
4324,Kans,5,2020-04-03,"Lil Kleine, Snelle",https://open.spotify.com/track/6N0B9Akmwa5JffywAR9htj,Netherlands,309896.0,0.946,0.567,0.0,-7.571,0.11,0.0912,1.62e-06,0.0947,0.771,114.984,188298.0,Rap
4325,ENJOY (feat. Tedua),5,2020-05-22,DrefGold,https://open.spotify.com/track/2tAZzQ65C5GDJCIhuACs5o,Italy,254807.0,0.777,0.496,11.0,-5.738,0.0391,0.299,0.0,0.252,0.425,125.053,187200.0,Rap
4326,"עב""מ",5,2019-12-13,"Tuna, Ravid Plotnik, לירון עמרם",https://open.spotify.com/track/5U37rR6r9vqL9t3CuaS2dl,Israel,12357.0,0.651,0.677,7.0,-8.185,0.206,0.453,1.82e-05,0.121,0.475,67.04,322879.0,Rap
4327,Tikibombom,5,2020-02-06,Levante,https://open.spotify.com/track/4JNT4VElmvNmJaQUhwPzg9,Italy,317069.0,0.472,0.604,4.0,-4.9,0.0784,0.0272,0.0,0.0865,0.353,171.928,203133.0,Pop
4328,NOT SOBER (feat. Polo G & Stunna Gambino),5,2021-07-23,The Kid LAROI,https://open.spotify.com/track/1JXBNvlDEl2epKSJ9EOgKX,United States,1078951.0,0.671,0.639,2.0,-6.852,0.134,0.0928,0.0,0.0941,0.385,119.82,216000.0,Rap
4329,MONEY2,5,2020-11-20,"SpecialBeatz, Pil C, Separ",https://open.spotify.com/track/7CBnosoA3WsmcLoP3oyEn5,Slovakia,8201.0,0.825,0.581,5.0,-10.399,0.388,0.128,8.48e-06,0.154,0.634,86.987,213144.0,Rap
4330,Nascar (Jamaika X Branco X Dree Low),5,2021-03-19,Jamaika,https://open.spotify.com/track/1OamekRfbvahxhtMmojfbK,Denmark,68857.0,0.793,0.556,1.0,-7.89,0.0954,0.643,0.0,0.0787,0.933,139.945,167134.0,Rap
4331,Układanki,5,2019-07-19,"Young Igi, Margaret",https://open.spotify.com/track/4JUJAAWpMMOEASId0N0aVQ,Poland,68731.0,0.806,0.674,4.0,-4.224,0.0796,0.0987,0.0,0.104,0.293,134.032,175488.0,Pop
4332,fake smile,5,2019-02-09,Ariana Grande,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ,Bulgaria,4066.0,0.45,0.619,9.0,-7.412,0.372,0.329,0.0,0.319,0.427,83.3,208880.0,R&B
4333,Stay,5,2020-11-20,BTS,https://open.spotify.com/track/3ndCsZfq8OVwwkz9mmZvUz,Saudi Arabia,22970.0,0.582,0.693,6.0,-5.048,0.0465,0.114,0.0,0.13,0.341,125.904,204800.0,Pop
