index,title,rank,date,artist,url,region,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
106,Pepas,1,2021-08-20,Farruko,https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k,Peru,159934.0,0.762,0.766,7.0,-3.955,1.0,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120.0
107,Bipolar,1,2021-07-01,"Mc Davi, Mc Pedrinho, Mc Don Juan",https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x,Portugal,43726.0,0.601,0.36,9.0,-7.791,0.0,0.0877,0.586,0.0,0.0882,0.335,124.993,276480.0
108,Rolls,1,2020-08-26,"Yzomandias, Nik Tendo",https://open.spotify.com/track/7MjNsu3feSV5MnhZzBHXoh,Slovakia,10481.0,0.719,0.702,2.0,-8.463,1.0,0.112,0.232,0.0,0.119,0.512,142.094,206197.0
109,Aluspükse,1,2019-08-05,"5MIINUST, nublu",https://open.spotify.com/track/2xtLPeeUmIzM1hFw2qeH4U,Estonia,6406.0,0.725,0.771,9.0,-5.551,0.0,0.221,0.388,1.4e-06,0.362,0.544,119.998,210000.0
110,Komið Að Því,1,2021-07-11,"FM95BLÖ, Sverrir Bergmann, Jóhanna Guðrún",https://open.spotify.com/track/1dpR3nENYUnY9g9CZTd3Is,Iceland,7194.0,0.552,0.89,7.0,-4.647,1.0,0.282,0.0159,0.0,0.44,0.252,149.949,161800.0
111,Felices los 4,1,2017-06-22,Maluma,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,Bolivia,9003.0,0.755,0.789,5.0,-4.502,1.0,0.146,0.231,0.0,0.351,0.737,93.973,229849.0
112,Rampampam,1,2021-05-13,Minelli,https://open.spotify.com/track/0e3CM2Fm4cpDtxjzYkdLAr,Lithuania,10088.0,0.797,0.649,3.0,-5.506,0.0,0.182,0.24,0.0012,0.153,0.437,117.971,200212.0
113,"Duniyaa (From ""Luka Chuppi"")",1,2019-05-27,"Akhil, Dhvani Bhanushali, Abhijit Vaghani, Bob",https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI,India,39457.0,0.435,0.658,7.0,-5.949,0.0,0.0368,0.699,0.0,0.125,0.524,77.17,222501.0
114,"A Whole New World (End Title) - From ""Aladdin""",1,2019-05-27,"ZAYN, Zhavia Ward",https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk,Indonesia,260252.0,0.302,0.414,2.0,-8.16,1.0,0.0319,0.0575,0.0,0.0861,0.105,110.508,242956.0
115,Paradinha,1,2017-06-22,Anitta,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs,Brazil,427252.0,0.695,0.775,11.0,-5.041,0.0,0.0887,0.0117,0.191,0.0702,0.869,180.054,141317.0
116,טרילילי טרללה,1,2021-07-08,"Noa Kirel, Ilan Peled",https://open.spotify.com/track/7hYZJ0COHvJxMx6tBSJ1T6,Israel,37746.0,0.777,0.692,1.0,-5.814,1.0,0.068,0.0286,2.22e-05,0.082,0.627,123.03,203049.0
117,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",1,2018-11-30,DJ Snake,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,Israel,8288.0,0.842,0.801,8.0,-4.167,0.0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500.0
118,LIPSI HA,1,2021-09-27,INSTASAMKA,https://open.spotify.com/track/1D4ptfeNRLRWu52uzIXW5d,Ukraine,21892.0,0.758,0.534,9.0,-7.314,0.0,0.21,0.0863,0.0,0.139,0.783,180.035,121424.0
119,Pagsamo,1,2021-10-24,Arthur Nery,https://open.spotify.com/track/34YfLWuoxLEcvJQNxdI9P2,Philippines,483773.0,0.644,0.315,6.0,-9.382,1.0,0.0339,0.706,0.00162,0.0962,0.356,60.001,297002.0
120,Happy Birthday,1,2018-11-30,Sfera Ebbasta,https://open.spotify.com/track/7Cw97917dvg5xm6XMAA4Y2,Italy,928260.0,0.792,0.777,8.0,-4.402,0.0,0.0454,0.0455,5.34e-05,0.293,0.696,137.05,170707.0
121,HUMBLE.,1,2017-04-07,Kendrick Lamar,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,Canada,222265.0,0.908,0.621,1.0,-6.638,0.0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000.0
122,Dura,1,2018-02-18,Daddy Yankee,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc,Colombia,71913.0,0.786,0.846,1.0,-3.468,1.0,0.0505,0.174,0.0,0.413,0.819,95.005,200480.0
123,Nadi Canadi,1,2021-04-16,Tagne,https://open.spotify.com/track/14WP9aPMpre8L1u0RcRO5Q,Morocco,16252.0,0.617,0.557,5.0,-9.162,0.0,0.199,0.772,0.0,0.0775,0.654,174.09,221379.0
124,今夜このまま,1,2018-11-30,Aimyon,https://open.spotify.com/track/0sSG83UxY15ft1E2N9THYF,Japan,41118.0,0.441,0.852,1.0,-3.595,1.0,0.0383,0.0254,0.0,0.0862,0.64,104.855,238093.0
125,TIC TOC,1,2018-11-30,"6ix9ine, Lil Baby",https://open.spotify.com/track/4m5Cd9kAbIxg6t9sMrQWtk,Latvia,3157.0,0.82,0.691,6.0,-6.646,0.0,0.0723,0.0115,0.0,0.344,0.683,142.027,135739.0
126,Keify Keda,1,2021-11-13,"Wegz, Disco Misr",https://open.spotify.com/track/3yWSjxKQMpa7hXcmVElZgX,Egypt,24408.0,0.931,0.578,11.0,-11.087,0.0,0.254,0.24,0.000314,0.35,0.897,127.971,193622.0
127,Bandido,1,2021-02-21,"Myke Towers, Juhn",https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb,Paraguay,74725.0,0.713,0.617,8.0,-4.637,1.0,0.0887,0.122,0.0,0.0962,0.682,168.021,232853.0
128,地球上最浪漫的一首歌,1,2020-09-20,Alien Huang,https://open.spotify.com/track/5V3eOL0Zyb3OqhwOmFRvyO,Taiwan,84141.0,0.57,0.487,7.0,-6.683,1.0,0.0281,0.373,0.0,0.193,0.425,139.987,281183.0
129,Largado As Traças - Acústico,1,2018-04-13,Zé Neto & Cristiano,https://open.spotify.com/track/74gguwbBvfBTurNJUWFOsC,Brazil,557806.0,0.799,0.743,3.0,-6.062,0.0,0.041,0.587,0.0,0.287,0.669,121.99,217846.0
130,DÁKITI,1,2021-03-20,"Bad Bunny, Jhay Cortez",https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,Honduras,16939.0,0.731,0.573,4.0,-10.059,0.0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090.0
131,Soldi,1,2019-05-27,Mahmood,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3,Israel,21033.0,0.729,0.589,3.0,-9.871,0.0,0.0483,0.0361,0.0,0.305,0.349,95.065,195133.0
132,The Box,1,2020-01-24,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,Latvia,7702.0,0.896,0.586,10.0,-6.687,0.0,0.0559,0.104,0.0,0.79,0.642,116.971,196653.0
133,Holder Fast,1,2018-04-27,"Hennedub, Gilli, Lukas Graham",https://open.spotify.com/track/0yJshzyh9qjjtiyLBbPglQ,Denmark,141480.0,0.665,0.731,9.0,-4.007,0.0,0.0636,0.216,0.0,0.0813,0.512,101.961,192970.0
134,Pretender,1,2020-01-24,Official HIGE DANdism,https://open.spotify.com/track/58dxGXavrcagRqA58fNB0Z,Japan,181871.0,0.538,0.869,8.0,-3.464,1.0,0.0275,0.047,0.0,0.14,0.369,91.972,326843.0
135,Déjala Que Vuelva (feat. Manuel Turizo),1,2017-12-30,Piso 21,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l,El Salvador,7280.0,0.681,0.788,1.0,-4.323,1.0,0.0785,0.0482,0.0,0.0753,0.839,170.019,220117.0
136,Eiskalt,1,2019-08-05,"Loredana, Mozzik",https://open.spotify.com/track/52UVKsw31NTOCTNPTpwbFJ,Germany,627271.0,0.798,0.608,7.0,-6.001,1.0,0.14,0.0274,6.52e-05,0.106,0.677,180.014,151558.0
137,คิด(แต่ไม่)ถึง (Same Page?),1,2020-09-20,Tilly Birds,https://open.spotify.com/track/0JStm1Ns9Ya2zQhbqMDYEU,Thailand,79033.0,0.625,0.77,10.0,-5.333,1.0,0.0299,0.193,0.0,0.149,0.817,95.026,266750.0
138,Stars,1,2019-05-27,"TOQUEL, Light",https://open.spotify.com/track/1NVRmobldmS8R336sRx6KR,Greece,14967.0,0.725,0.701,4.0,-7.718,1.0,0.108,0.068,0.0,0.128,0.118,94.031,167167.0
139,Szafir,1,2021-10-24,"Mata, Trooh Hippi",https://open.spotify.com/track/5sGv8YdAa3XjggnbpF9NC9,Poland,360368.0,0.772,0.607,1.0,-8.016,1.0,0.105,0.375,5.61e-05,0.164,0.814,139.963,196600.0
140,Người Hãy Quên 'em Đi,1,2018-04-12,Mỹ Tâm,https://open.spotify.com/track/6XJsQ5nqCu8RUv9pv1iz1x,Vietnam,7242.0,0.778,0.623,2.0,-6.574,0.0,0.0353,0.748,0.0,0.0819,0.44,112.021,232482.0
141,Szklanki,1,2021-02-21,Young Leosia,https://open.spotify.com/track/7umEhzfURpGTSRbcX84qLy,Poland,110138.0,0.953,0.595,0.0,-8.01,1.0,0.131,0.235,0.0,0.0679,0.675,124.965,163200.0
142,La Varrio (El Barrio),1,2017-04-07,Gilli,https://open.spotify.com/track/10mqz0d6uiVNYa1ng4QlWl,Denmark,122961.0,0.758,0.682,6.0,-7.298,0.0,0.0501,0.222,5.73e-05,0.0829,0.554,100.987,188788.0
143,Heartbreak Anniversary,1,2021-02-21,Giveon,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp,Philippines,341799.0,0.449,0.465,0.0,-8.964,1.0,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371.0
144,Dance Monkey,1,2019-09-03,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,Ireland,91285.0,0.826,0.593,6.0,-6.401,0.0,0.0976,0.688,0.000161,0.17,0.541,98.083,209755.0
145,Sommergewitter,1,2021-07-19,Pashanim,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ,Germany,684919.0,0.787,0.531,11.0,-10.569,0.0,0.101,0.132,0.00094,0.112,0.721,91.996,138533.0
146,cardigan,1,2020-07-26,Taylor Swift,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,Hong Kong,18211.0,0.613,0.581,0.0,-8.588,0.0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560.0
147,Beggin',1,2021-07-01,Måneskin,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e,Romania,20227.0,0.714,0.8,11.0,-4.808,0.0,0.0504,0.127,0.0,0.359,0.589,134.002,211560.0
148,Head & Heart (feat. MNEK),1,2020-08-13,Joel Corry,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,Ireland,83557.0,0.734,0.874,8.0,-3.158,1.0,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028.0
149,I WANNA BE YOUR SLAVE,1,2021-06-10,Måneskin,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk,Bulgaria,8503.0,0.75,0.608,1.0,-4.008,1.0,0.0387,0.00165,0.0,0.178,0.958,132.507,173347.0
150,Petrouchka (feat. PLK),1,2021-07-19,Soso Maness,https://open.spotify.com/track/03y045SZqaC94yfXl1cU4E,France,406013.0,0.624,0.802,6.0,-4.818,1.0,0.311,0.0597,0.0,0.252,0.818,133.888,189933.0
151,Kevät,1,2018-04-27,"Adi L Hasla, Pihlaja",https://open.spotify.com/track/7xrMRHovEoiZ72bQxDuev8,Finland,99778.0,0.662,0.706,4.0,-4.387,0.0,0.0352,0.0472,1.27e-06,0.337,0.199,148.025,204987.0
152,Mademoiselle,1,2019-03-16,Sfera Ebbasta,https://open.spotify.com/track/2aPnpV1hT7l3eP10uSGK6c,Italy,618404.0,0.794,0.702,6.0,-5.656,0.0,0.0346,0.0671,0.0,0.155,0.535,121.938,189344.0
153,Better Now,1,2018-04-27,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,Estonia,5272.0,0.68,0.578,10.0,-5.804,1.0,0.04,0.331,0.0,0.135,0.341,145.038,231267.0
154,UN DIA (ONE DAY) (Feat. Tainy),1,2020-07-26,"J Balvin, Dua Lipa, Bad Bunny",https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,Honduras,14151.0,0.571,0.693,6.0,-8.234,0.0,0.0545,0.00536,0.0,0.173,0.393,168.169,232253.0
155,マリーゴールド,1,2019-03-16,Aimyon,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7,Japan,68598.0,0.545,0.745,2.0,-3.098,1.0,0.0286,0.0452,0.0,0.0907,0.413,106.094,306627.0
156,Yo Perreo Sola,1,2020-07-01,Bad Bunny,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,Nicaragua,3685.0,0.86,0.758,11.0,-5.16,1.0,0.0695,0.021,6.54e-05,0.344,0.453,97.014,172127.0
157,Maafkan Aku #terlanjurmencinta,1,2020-08-13,Tiara Andini,https://open.spotify.com/track/0ZoBl7pWhdjnj4eIe9I11o,Indonesia,219225.0,0.485,0.423,2.0,-8.385,1.0,0.0373,0.73,0.0,0.246,0.132,137.353,224000.0
158,عشق,1,2020-06-18,Faisal Abdulkareem,https://open.spotify.com/track/725MeomdTm3bEr07Mzhgma,Saudi Arabia,13117.0,0.506,0.646,11.0,-5.565,0.0,0.0406,0.597,0.0,0.0964,0.535,84.863,186164.0
159,Callaita,1,2019-06-14,"Bad Bunny, Tainy",https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,Spain,575971.0,0.61,0.624,2.0,-4.773,1.0,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534.0
160,وناسه,1,2020-08-26,DJ-MK,https://open.spotify.com/track/5iz2mZPb0FiXOG9X1TTfRW,Saudi Arabia,25960.0,0.951,0.672,11.0,-3.232,0.0,0.167,0.159,0.0,0.0911,0.932,105.01,129354.0
161,BUBBLETEA,1,2020-06-18,"Quebonafide, Duit, Daria Zawiałow",https://open.spotify.com/track/7eBYMVok43QesT0KnuIkjn,Poland,98744.0,0.664,0.739,9.0,-7.207,0.0,0.207,0.541,0.0,0.139,0.438,98.091,284000.0
162,Dynamite,1,2020-08-26,BTS,https://open.spotify.com/track/0v1x6rN6JHRapa03JElljE,Singapore,76203.0,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054.0
163,Marikit,1,2020-06-18,"Juan Caoile, Kyleswish",https://open.spotify.com/track/4nd9cEo5R4jGNcgPHDm7Ar,Philippines,313470.0,0.806,0.593,11.0,-7.672,1.0,0.0745,0.574,0.0,0.0981,0.784,143.01,263348.0
164,Bassi Maraj,1,2021-03-20,Bassi Maraj,https://open.spotify.com/track/6lKpd6GlJzsPkXq73GnUW6,Iceland,14500.0,0.849,0.617,7.0,-8.431,1.0,0.251,0.00201,0.000104,0.0739,0.687,80.002,141718.0
165,To the Bone,1,2021-03-20,Pamungkas,https://open.spotify.com/track/3pCt2wRdBDa2kCisIdHWgF,Indonesia,699813.0,0.668,0.727,7.0,-6.55,0.0,0.027,0.514,1.9e-05,0.1,0.939,139.991,344571.0
166,Suasana Di Hari Raya,1,2021-05-13,Anuar & Ellina,https://open.spotify.com/track/1IMsCuONQDaYYrgt4ehMbI,Malaysia,43984.0,0.674,0.651,3.0,-9.297,1.0,0.0298,0.494,0.000123,0.26,0.969,141.876,195960.0
167,Mi Gente,1,2017-08-13,"J Balvin, Willy William",https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,Mexico,494879.0,0.543,0.677,11.0,-4.915,0.0,0.0993,0.0148,6.21e-06,0.13,0.294,103.809,189440.0
168,Botella Tras Botella,1,2021-05-13,"Gera MX, Christian Nodal",https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK,Mexico,1061538.0,0.727,0.546,0.0,-4.572,1.0,0.0437,0.656,0.0,0.122,0.69,106.891,197333.0
169,TROLLZ (with Nicki Minaj),1,2020-06-18,6ix9ine,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso,Romania,10400.0,0.744,0.422,1.0,-8.946,1.0,0.294,0.0319,0.00011,0.11,0.493,180.006,202667.0
170,TRAXXXMANIA,1,2021-10-12,GONE.Fludd,https://open.spotify.com/track/2rowi7dF3AqhugMtAnvQmP,Russia,112490.0,0.872,0.541,10.0,-8.742,0.0,0.266,0.179,3.44e-05,0.101,0.459,159.877,116250.0
171,Magisch,1,2018-03-05,"Olexesh, Edin",https://open.spotify.com/track/4gnuy9VBU2GGrN60UMB79t,Germany,339182.0,0.586,0.655,0.0,-5.591,0.0,0.0862,0.391,1.84e-05,0.0944,0.538,98.142,247708.0
172,Galway Girl,1,2017-04-06,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,United Kingdom,530386.0,0.624,0.876,9.0,-3.374,1.0,0.1,0.0735,0.0,0.327,0.781,99.943,170827.0
173,Lut Gaye,1,2021-03-20,"Jubin Nautiyal, Tanishk Bagchi, Nusrat Fateh Ali Khan, Emraan Hashmi",https://open.spotify.com/track/2ufLEVbzvEcJ3subW8jBUp,India,460210.0,0.638,0.785,10.0,-2.612,1.0,0.044,0.185,0.0,0.245,0.515,91.101,228031.0
174,Breaking Me,1,2020-06-18,"Topic, A7S",https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,Portugal,36673.0,0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031,166794.0
175,Intentions (feat. Quavo),1,2020-04-15,Justin Bieber,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,Philippines,203076.0,0.806,0.546,9.0,-6.637,1.0,0.0575,0.3,0.0,0.102,0.874,147.986,212867.0
176,SOLO,1,2018-11-30,JENNIE,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,Indonesia,197961.0,0.751,0.642,3.0,-5.165,0.0,0.087,0.0861,0.0,0.0953,0.388,95.045,169567.0
177,Bertaut,1,2020-12-12,Nadin Amizah,https://open.spotify.com/track/630DpnzdfjdVqv2yLfPbAX,Indonesia,256863.0,0.47,0.131,6.0,-13.29,1.0,0.0362,0.933,0.00245,0.109,0.115,118.836,315961.0
178,Mwaka Moon,1,2017-12-14,"Kalash, Damso",https://open.spotify.com/track/1vVZLmZq8gN8pPCEBLjPvD,France,182001.0,0.787,0.536,1.0,-6.84,0.0,0.0852,0.227,0.0,0.105,0.305,155.014,237707.0
179,Batom de Cereja - Ao Vivo,1,2021-04-17,Israel & Rodolffo,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp,Brazil,1771833.0,0.606,0.908,6.0,-6.201,0.0,0.0565,0.556,0.0,0.19,0.798,171.966,140942.0
180,"thank u, next",1,2018-11-30,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Ireland,63562.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,207333.0
181,Na Raba Toma Tapão,1,2020-06-19,Niack,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe,Brazil,648956.0,0.962,0.787,3.0,1.509,0.0,0.0554,0.666,5.74e-05,0.176,0.968,130.003,165231.0
182,RAPSTAR,1,2021-04-17,Polo G,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6,Canada,305058.0,0.789,0.536,6.0,-6.862,1.0,0.242,0.41,0.0,0.129,0.437,81.039,165926.0
183,Kem Kan Eg Ringe (feat. Store P & Lars Vaular),1,2019-06-14,Kygo,https://open.spotify.com/track/5CR8jioIWEB0yaS4Ap2mz5,Norway,123777.0,0.827,0.546,1.0,-9.086,0.0,0.0763,0.146,0.00473,0.163,0.526,101.965,198032.0
184,Bad Habits,1,2021-07-19,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,Finland,61752.0,0.808,0.897,11.0,-3.712,0.0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,231041.0
185,А+Г=ВНЛ,1,2021-12-29,"Galena, Azis",https://open.spotify.com/track/5bYyQzaUSXpGGrJuGZfafd,Bulgaria,10100.0,0.733,0.807,3.0,-5.136,0.0,0.0405,0.0935,2.09e-06,0.365,0.799,136.065,230756.0
186,Shallow,1,2018-11-30,"Lady Gaga, Bradley Cooper",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,Iceland,7906.0,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0
187,"L-Gante: Bzrp Music Sessions, Vol.38",1,2021-04-17,"Bizarrap, L-Gante",https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof,Argentina,371721.0,0.553,0.819,2.0,-3.083,1.0,0.257,0.368,1.36e-05,0.0915,0.761,87.913,192348.0
188,Wolke 10,1,2019-03-16,MERO,https://open.spotify.com/track/200cTjC6si5Xz9af2QeHi2,Germany,1094336.0,0.77,0.797,10.0,-4.985,0.0,0.0693,0.0662,3.81e-06,0.0858,0.393,100.003,172827.0
189,It Ain't Me (with Selena Gomez),1,2017-02-22,Kygo,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,Norway,302950.0,0.64,0.533,0.0,-6.596,1.0,0.0706,0.119,0.0,0.0864,0.515,99.968,220781.0
190,Sài Gòn Đau Lòng Quá,1,2021-04-16,"Hứa Kim Tuyền, Hoàng Duyên",https://open.spotify.com/track/6TD5xfffOnYHliuF1wzL6U,Vietnam,45839.0,0.418,0.382,3.0,-7.778,1.0,0.0319,0.786,1.38e-06,0.386,0.261,163.878,308689.0
191,Mama?,1,2019-03-16,"Sin Boy, Mad Clip, Ypo, iLLEOo",https://open.spotify.com/track/4MEbrM0ASH9jRmoOJQGRUz,Greece,26014.0,0.712,0.788,6.0,-4.597,0.0,0.0461,0.371,0.000332,0.136,0.188,94.06,255431.0
192,Con Calma,1,2019-03-16,"Daddy Yankee, Snow",https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,Guatemala,30199.0,0.737,0.86,8.0,-2.652,0.0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227.0
193,Devia Ir,1,2018-12-22,Wet Bed Gang,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7,Portugal,21998.0,0.714,0.51,5.0,-7.965,0.0,0.403,0.638,0.0,0.236,0.486,94.205,293748.0
194,Castle on the Hill,1,2017-01-06,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Austria,20668.0,0.461,0.834,2.0,-4.868,1.0,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154.0
195,Sensualidad,1,2017-12-14,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,El Salvador,7180.0,0.807,0.681,11.0,-6.268,1.0,0.0983,0.423,0.0,0.0962,0.676,140.006,297485.0
196,夜に駆ける,1,2020-05-18,YOASOBI,https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js,Japan,173436.0,0.67,0.874,8.0,-5.221,1.0,0.0305,0.00231,1.72e-05,0.3,0.789,130.041,261013.0
197,Khapta,1,2019-03-16,"Heuss L'enfoiré, Sofiane",https://open.spotify.com/track/6stxV2bl7xSiPUornxwyNR,France,335811.0,0.811,0.692,4.0,-2.836,0.0,0.105,0.00937,0.0,0.0598,0.817,125.009,162907.0
198,G.O.A.T.,1,2020-08-01,Diljit Dosanjh,https://open.spotify.com/track/46QbY78ha62aiu6gBgC7lS,India,191679.0,0.544,0.917,1.0,-3.403,0.0,0.259,0.00313,0.0,0.26,0.686,176.068,223636.0
199,Solmussa (feat. BEHM),1,2017-12-14,Pikku G,https://open.spotify.com/track/2rHVaNBkAWylDbgh9l47n5,Finland,85771.0,0.65,0.672,2.0,-5.85,1.0,0.148,0.447,0.0,0.285,0.387,115.052,191321.0
200,Una Lady Como Tú,1,2017-08-13,Manuel Turizo,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,Paraguay,13020.0,0.788,0.477,4.0,-7.348,1.0,0.0434,0.549,0.0,0.349,0.86,94.983,213027.0
201,Blinding Lights,1,2020-05-18,The Weeknd,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,Lithuania,5165.0,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040.0
202,Ringo Starr,1,2020-02-19,Pinguini Tattici Nucleari,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE,Italy,367020.0,0.754,0.925,4.0,-2.912,0.0,0.0512,0.304,0.0,0.313,0.857,114.077,183333.0
203,Titliaan,1,2020-12-12,"Afsana Khan, Harrdy Sandhu, Sargun Mehta",https://open.spotify.com/track/1980E4Grgu5xAhNbFZ1mb1,India,214891.0,0.745,0.757,6.0,-2.572,1.0,0.0333,0.332,0.0,0.125,0.712,123.962,195484.0
204,In My Mind,1,2018-11-30,"Dynoro, Gigi D'Agostino",https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,Hungary,9561.0,0.694,0.77,6.0,-5.335,1.0,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560.0
205,A nie pamiętasz jak?,1,2020-07-01,"SB Maffija, Mata, White 2115, Jan-Rapowanie, Janusz Walczuk, Kacperczyk, Beteo",https://open.spotify.com/track/0vF7lhodVL9PA4DAR1Byxm,Poland,99216.0,0.757,0.524,0.0,-9.394,1.0,0.469,0.272,0.0,0.0712,0.714,181.881,253990.0
206,I Fall Apart,1,2018-01-12,Post Malone,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,New Zealand,49785.0,0.556,0.538,8.0,-5.408,0.0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347.0
207,شيراتون,1,2020-07-26,Marwan Moussa,https://open.spotify.com/track/3S2aU4rUZXbVOxyVzgzXQ5,Egypt,7337.0,0.888,0.438,6.0,-8.735,0.0,0.0528,0.191,0.00111,0.108,0.234,104.971,214000.0
208,MIA (feat. Drake),1,2018-11-30,Bad Bunny,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,Guatemala,17893.0,0.817,0.539,6.0,-6.349,0.0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368.0
209,ภาวนา,1,2019-08-04,MEYOU,https://open.spotify.com/track/7IcfEY0IyV4fdALbwJCw3v,Thailand,48929.0,0.536,0.421,11.0,-11.907,0.0,0.0344,0.136,0.000112,0.102,0.534,138.013,160974.0
210,Ne reviens pas,1,2019-12-24,"Gradur, Heuss L'enfoiré",https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH,France,692823.0,0.932,0.778,10.0,-3.384,0.0,0.0638,0.212,0.0,0.168,0.933,124.996,188613.0
211,Bande organisée,1,2021-01-14,"13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",https://open.spotify.com/track/717QGTmZdkemDaCo1vQHG0,France,207074.0,0.901,0.939,6.0,-2.762,1.0,0.274,0.117,0.0,0.0643,0.805,142.948,356347.0
212,Tesla (feat. Sfera Ebbasta & DrefGold),1,2018-04-27,Capo Plaza,https://open.spotify.com/track/093RgZ7RXHZwIrxZhZYX4Q,Italy,508756.0,0.854,0.626,11.0,-5.14,1.0,0.0618,0.316,0.0,0.0961,0.377,140.05,185147.0
213,Mekanın Sahibi,1,2019-08-04,Norm Ender,https://open.spotify.com/track/3loy88Lp5qoTHhL8GhRfVZ,Turkey,490106.0,0.893,0.63,8.0,-5.769,1.0,0.159,0.254,0.0,0.116,0.434,123.029,191504.0
